,class,country,countrycode,dead_during_wave,population,si_integral_during_wave,t0_10_dead,tests_during_wave,wave,wave_end,wave_start,class_coarse,si_integral,last_dead_per_10k,last_tests_per_10k,si_response_time,c1_response_time,c2_response_time,c3_response_time,c4_response_time,c5_response_time,c6_response_time,c7_response_time,c8_response_time,h2_response_time,h3_response_time,testing_response_time_1,testing_response_time_10,testing_response_time_100,testing_response_time_1000
89,4.0,Djibouti,DJI,60.0,973560.0,11538.425000000001,2020-05-22,0.0,1.0,2020-09-05,2020-03-18,EPI_SECOND_WAVE,24562.155,1.592094991577304,0.0,-60.0,-64.0,-60.0,-60.0,-60.0,360.0,-60.0,-60.0,-65.0,-21.0,-65.0,,,,
90,4.0,Djibouti,DJI,95.0,973560.0,12739.47,2021-04-01,0.0,2.0,2021-07-01,2020-09-05,EPI_SECOND_WAVE,24562.155,1.592094991577304,0.0,-60.0,-64.0,-60.0,-60.0,-60.0,360.0,-60.0,-60.0,-65.0,-21.0,-65.0,,,,
91,6.0,Denmark,DNK,609.0,5818553.0,7955.1799999999985,2020-03-22,1195837.0,1.0,2020-07-09,2020-02-27,EPI_THIRD_WAVE,30831.665,4.3550346623980225,60786.24874603703,-9.0,-9.0,288.0,262.0,-4.0,,,,-8.0,51.0,496.0,-17.0,-7.0,15.0,66.0
92,6.0,Denmark,DNK,1692.0,5818553.0,11759.04,2020-08-11,14153817.0,2.0,2021-02-16,2020-07-09,EPI_THIRD_WAVE,30831.665,4.3550346623980225,60786.24874603703,-9.0,-9.0,288.0,262.0,-4.0,,,,-8.0,51.0,496.0,-17.0,-7.0,15.0,66.0
93,6.0,Denmark,DNK,242.0,5818553.0,8025.834999999999,2021-02-18,20158014.0,3.0,2021-07-01,2021-02-16,EPI_THIRD_WAVE,30831.665,4.3550346623980225,60786.24874603703,-9.0,-9.0,288.0,262.0,-4.0,,,,-8.0,51.0,496.0,-17.0,-7.0,15.0,66.0
94,5.0,Dominican Republic,DOM,2212.0,10738958.0,18629.81,2020-03-26,567187.0,1.0,2020-10-24,2020-03-02,EPI_THIRD_WAVE,39839.899999999994,3.5590045142182323,1507.9679983849458,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
95,5.0,Dominican Republic,DOM,1157.0,10738958.0,11358.530000000002,2020-10-26,727668.5909090908,2.0,2021-04-08,2020-10-24,EPI_THIRD_WAVE,39839.899999999994,3.5590045142182323,1507.9679983849458,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
96,5.0,Dominican Republic,DOM,0.0,10738958.0,9846.005000000001,2021-04-10,0.0,3.0,2021-09-19,2021-04-08,EPI_THIRD_WAVE,39839.899999999994,3.5590045142182323,1507.9679983849458,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
97,5.0,Algeria,DZA,1839.0,43053054.0,16375.475000000004,2020-03-20,0.0,1.0,2020-10-15,2020-02-25,EPI_THIRD_WAVE,35205.89,0.8631211156356062,0.0,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
98,5.0,Algeria,DZA,1284.0,43053054.0,12549.814999999999,2020-10-16,0.0,2.0,2021-04-05,2020-10-15,EPI_THIRD_WAVE,35205.89,0.8631211156356062,0.0,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
99,5.0,Algeria,DZA,0.0,43053054.0,6280.600000000001,2021-04-07,0.0,3.0,2021-09-19,2021-04-05,EPI_THIRD_WAVE,35205.89,0.8631211156356062,0.0,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
100,6.0,Ecuador,ECU,3358.0,17373662.0,7308.344999999998,2020-04-02,79922.0,1.0,2020-06-02,2020-02-29,EPI_THIRD_WAVE,37787.88,12.409588721134323,860.4979192066704,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
101,6.0,Ecuador,ECU,10634.0,17373662.0,13805.279999999999,2020-06-03,618991.0,2.0,2020-12-28,2020-06-02,EPI_THIRD_WAVE,37787.88,12.409588721134323,860.4979192066704,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
102,6.0,Ecuador,ECU,7570.0,17373662.0,12309.21,2020-12-31,799024.0,3.0,2021-07-01,2020-12-28,EPI_THIRD_WAVE,37787.88,12.409588721134323,860.4979192066704,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
103,4.0,Egypt,EGY,6029.0,100388073.0,14545.470000000001,2020-03-22,0.0,1.0,2020-10-10,2020-02-14,EPI_SECOND_WAVE,32245.570000000003,1.6106495041497608,0.0,3.0,-7.0,,-1.0,275.0,3.0,3.0,3.0,-3.0,,-37.0,,,,
104,4.0,Egypt,EGY,10152.0,100388073.0,15132.42,2020-10-11,0.0,2.0,2021-07-01,2020-10-10,EPI_SECOND_WAVE,32245.570000000003,1.6106495041497608,0.0,3.0,-7.0,,-1.0,275.0,3.0,3.0,3.0,-3.0,,-37.0,,,,
105,6.0,Spain,ESP,29730.0,47076781.0,8423.044999999998,2020-03-09,0.0,1.0,2020-06-28,2020-02-02,EPI_THIRD_WAVE,36162.16499999999,17.315542453932864,0.0,5.0,0.0,21.0,1.0,21.0,,5.0,117.0,8.0,,-38.0,,,,
106,6.0,Spain,ESP,20783.0,47076781.0,10616.54,2020-06-30,0.0,2.0,2020-12-11,2020-06-28,EPI_THIRD_WAVE,36162.16499999999,17.315542453932864,0.0,5.0,0.0,21.0,1.0,21.0,,5.0,117.0,8.0,,-38.0,,,,
107,6.0,Spain,ESP,31236.0,47076781.0,13495.485,2020-12-12,0.0,3.0,2021-07-01,2020-12-11,EPI_THIRD_WAVE,36162.16499999999,17.315542453932864,0.0,5.0,0.0,21.0,1.0,21.0,,5.0,117.0,8.0,,-38.0,,,,
108,4.0,Estonia,EST,63.0,1326590.0,6418.495,2020-04-03,126419.0,1.0,2020-07-02,2020-02-28,EPI_SECOND_WAVE,23498.535000000003,9.565879435243746,11559.769785691133,-9.0,-18.0,-7.0,-22.0,-9.0,,-5.0,-20.0,,,339.0,-30.0,-19.0,-3.0,103.0
109,4.0,Estonia,EST,1206.0,1326590.0,15624.394999999999,2020-10-24,1407507.0,2.0,2021-07-01,2020-07-02,EPI_SECOND_WAVE,23498.535000000003,9.565879435243746,11559.769785691133,-9.0,-18.0,-7.0,-22.0,-9.0,,-5.0,-20.0,,,339.0,-30.0,-19.0,-3.0,103.0
110,4.0,Ethiopia,ETH,2057.0,112078730.0,21560.43,2020-06-01,1907723.0,1.0,2021-01-22,2020-03-14,EPI_SECOND_WAVE,31779.309999999998,0.3854433396952303,255.691869456408,-67.0,-68.0,,-77.0,-54.0,-63.0,,-67.0,,295.0,162.0,-38.0,0.0,102.0,
111,4.0,Ethiopia,ETH,2276.0,112078730.0,6912.65,2021-01-26,962990.0,2.0,2021-07-01,2021-01-22,EPI_SECOND_WAVE,31779.309999999998,0.3854433396952303,255.691869456408,-67.0,-68.0,,-77.0,-54.0,-63.0,,-67.0,,295.0,162.0,-38.0,0.0,102.0,
112,4.0,Finland,FIN,309.0,5520314.0,7177.8,2020-03-22,310538.0,1.0,2020-07-15,2020-01-28,EPI_SECOND_WAVE,26123.395,1.7734498436139683,9917.952130983853,-4.0,,,-10.0,-6.0,,,5.0,-6.0,,496.0,-18.0,-4.0,25.0,150.0
113,4.0,Finland,FIN,670.0,5520314.0,15954.819999999996,2020-09-10,5169914.0,2.0,2021-07-01,2020-07-15,EPI_SECOND_WAVE,26123.395,1.7734498436139683,9917.952130983853,-4.0,,,-10.0,-6.0,,,5.0,-6.0,,496.0,-18.0,-4.0,25.0,150.0
114,6.0,France,FRA,29777.0,67059887.0,9488.295,2020-03-08,1875729.0,1.0,2020-07-02,2020-01-24,EPI_THIRD_WAVE,35324.19500000001,16.427406148179163,13968.93704876061,9.0,-6.0,9.0,-8.0,-8.0,,9.0,9.0,,139.0,64.0,,,,
115,6.0,France,FRA,25032.0,67059887.0,8726.015,2020-07-03,26179755.0,2.0,2020-12-07,2020-07-02,EPI_THIRD_WAVE,35324.19500000001,16.427406148179163,13968.93704876061,9.0,-6.0,9.0,-8.0,-8.0,,9.0,9.0,,139.0,64.0,,,,
116,6.0,France,FRA,55544.0,67059887.0,13122.559999999998,2020-12-08,65932422.0,3.0,2021-07-01,2020-12-07,EPI_THIRD_WAVE,35324.19500000001,16.427406148179163,13968.93704876061,9.0,-6.0,9.0,-8.0,-8.0,,9.0,9.0,,139.0,64.0,,,,
117,4.0,Gabon,GAB,58.0,2172579.0,19266.245,2020-05-15,0.0,1.0,2020-11-19,2020-03-14,EPI_SECOND_WAVE,39724.365000000005,0.7318491065227087,0.0,-56.0,-60.0,-33.0,-63.0,-56.0,,-55.0,-35.0,-56.0,-21.0,-46.0,,,,
118,4.0,Gabon,GAB,101.0,2172579.0,14943.345000000003,2021-01-28,0.0,2.0,2021-07-01,2020-11-19,EPI_SECOND_WAVE,39724.365000000005,0.7318491065227087,0.0,-56.0,-60.0,-33.0,-63.0,-56.0,,-55.0,-35.0,-56.0,-21.0,-46.0,,,,
119,5.0,United Kingdom,GBR,40855.0,66834405.0,9401.884999999998,2020-03-14,3506511.0,1.0,2020-07-14,2020-02-01,EPI_THIRD_WAVE,36483.315,19.17275989813929,28554.073160373013,9.0,6.0,7.0,7.0,9.0,,9.0,9.0,,431.0,79.0,18.0,18.0,46.0,145.0
120,5.0,United Kingdom,GBR,86839.0,66834405.0,21970.620000000003,2020-07-15,150162501.0,2.0,2021-05-18,2020-07-14,EPI_THIRD_WAVE,36483.315,19.17275989813929,28554.073160373013,9.0,6.0,7.0,7.0,9.0,,9.0,9.0,,431.0,79.0,18.0,18.0,46.0,145.0
121,5.0,United Kingdom,GBR,0.0,66834405.0,5032.984999999999,2021-05-20,0.0,3.0,2021-09-19,2021-05-18,EPI_THIRD_WAVE,36483.315,19.17275989813929,28554.073160373013,9.0,6.0,7.0,7.0,9.0,,9.0,9.0,,431.0,79.0,18.0,18.0,46.0,145.0
122,3.0,Georgia,GEO,3601.0,3720382.0,26607.964999999997,2020-05-09,0.0,1.0,2021-03-09,2020-02-26,EPI_SECOND_WAVE,33910.575,14.318422140522129,6565.192767839431,-49.0,-68.0,-51.0,-69.0,-49.0,-47.0,-47.0,-48.0,-52.0,,-73.0,333.0,333.0,333.0,333.0
123,3.0,Georgia,GEO,0.0,3720382.0,6740.239999999998,2021-03-10,0.0,2.0,2021-09-19,2021-03-09,EPI_SECOND_WAVE,33910.575,14.318422140522129,6565.192767839431,-49.0,-68.0,-51.0,-69.0,-49.0,-47.0,-47.0,-48.0,-52.0,,-73.0,333.0,333.0,333.0,333.0
124,4.0,Ghana,GHA,310.0,30417856.0,12186.575,2020-04-25,719846.0,1.0,2020-10-19,2020-03-14,EPI_SECOND_WAVE,25628.67,0.2616883977621565,490.38909908706256,-26.0,-40.0,-26.0,-40.0,,-26.0,-26.0,-26.0,-34.0,-35.0,-44.0,-27.0,-14.0,67.0,
125,4.0,Ghana,GHA,486.0,30417856.0,10829.635,2020-10-30,773280.5,2.0,2021-07-01,2020-10-19,EPI_SECOND_WAVE,25628.67,0.2616883977621565,490.38909908706256,-26.0,-40.0,-26.0,-40.0,,-26.0,-26.0,-26.0,-34.0,-35.0,-44.0,-27.0,-14.0,67.0,
126,2.0,Gibraltar,GIB,94.0,33701.0,10242.645,2021-01-07,0.0,1.0,2021-07-01,2020-03-03,EPI_FIRST_WAVE,10537.119999999997,27.89234740808878,0.0,-296.0,-295.0,-289.0,-296.0,-289.0,-300.0,-296.0,,,-185.0,-310.0,,,,
127,4.0,Guinea,GIN,95.0,12771246.0,17986.765,2020-05-06,0.0,1.0,2021-01-02,2020-03-14,EPI_SECOND_WAVE,33221.5,0.13389453151243036,0.0,-40.0,-40.0,70.0,-40.0,300.0,,-37.0,-40.0,-40.0,321.0,202.0,,,,
128,4.0,Guinea,GIN,92.0,12771246.0,10093.060000000001,2021-03-03,0.0,2.0,2021-07-01,2021-01-02,EPI_SECOND_WAVE,33221.5,0.13389453151243036,0.0,-40.0,-40.0,70.0,-40.0,300.0,,-37.0,-40.0,-40.0,321.0,202.0,,,,
129,4.0,Guadeloupe,GLP,157.0,,,2020-04-19,0.0,1.0,2021-01-03,2020-03-14,EPI_SECOND_WAVE,,,,,,,,,,,,,,,,,,
130,4.0,Guadeloupe,GLP,112.0,,,2021-03-06,0.0,2.0,2021-07-01,2021-01-03,EPI_SECOND_WAVE,,,,,,,,,,,,,,,,,,
131,2.0,Gambia,GMB,181.0,2347706.0,26560.170000000006,2020-08-05,0.0,1.0,2021-07-01,2020-03-18,EPI_FIRST_WAVE,29189.14,0.7709653593763444,0.0,-131.0,-140.0,-131.0,-131.0,-79.0,,1.0,,-135.0,160.0,-57.0,,,,
132,2.0,Guinea-Bissau,GNB,69.0,1920922.0,,2020-06-06,0.0,1.0,2021-07-01,2020-03-26,EPI_FIRST_WAVE,,0.3592025079623223,0.0,,,,,,,,,,,,,,,
133,3.0,Equatorial Guinea,GNQ,83.0,1355986.0,,2020-05-21,0.0,1.0,2020-10-27,2020-03-14,EPI_SECOND_WAVE,,0.8923395964265117,0.0,,,,,,,,,,,,,,,
134,3.0,Equatorial Guinea,GNQ,0.0,1355986.0,,2021-03-04,0.0,2.0,2021-09-19,2020-10-27,EPI_SECOND_WAVE,,0.8923395964265117,0.0,,,,,,,,,,,,,,,
135,6.0,Greece,GRC,180.0,10716322.0,6861.570000000001,2020-03-22,199189.0,1.0,2020-06-08,2020-02-27,EPI_THIRD_WAVE,37000.05500000001,11.90986982287393,9964.506945573305,-4.0,-17.0,343.0,-22.0,-4.0,343.0,1.0,-1.0,,93.0,69.0,-10.0,4.0,52.0,172.0
136,6.0,Greece,GRC,5588.0,10716322.0,14790.425,2020-06-21,3799027.9285714286,2.0,2021-01-27,2020-06-08,EPI_THIRD_WAVE,37000.05500000001,11.90986982287393,9964.506945573305,-4.0,-17.0,343.0,-22.0,-4.0,343.0,1.0,-1.0,,93.0,69.0,-10.0,4.0,52.0,172.0
137,6.0,Greece,GRC,7016.0,10716322.0,11392.655000000002,2021-01-28,6720137.0,3.0,2021-07-01,2021-01-27,EPI_THIRD_WAVE,37000.05500000001,11.90986982287393,9964.506945573305,-4.0,-17.0,343.0,-22.0,-4.0,343.0,1.0,-1.0,,93.0,69.0,-10.0,4.0,52.0,172.0
138,3.0,Guatemala,GTM,4837.0,16604026.0,22900.94,2020-04-24,578451.0,1.0,2021-01-04,2020-03-15,EPI_SECOND_WAVE,35682.67999999999,5.5498588113509335,880.8725064631915,-38.0,-39.0,-38.0,-38.0,-33.0,-38.0,-33.0,-49.0,-6.0,382.0,,-13.0,29.0,106.0,
139,3.0,Guatemala,GTM,0.0,16604026.0,12060.934999999998,2021-01-06,0.0,2.0,2021-09-19,2021-01-04,EPI_SECOND_WAVE,35682.67999999999,5.5498588113509335,880.8725064631915,-38.0,-39.0,-38.0,-38.0,-33.0,-38.0,-33.0,-49.0,-6.0,382.0,,-13.0,29.0,106.0,
140,5.0,French Guiana,GUF,70.0,,,2020-06-26,0.0,1.0,2020-10-31,2020-03-07,EPI_THIRD_WAVE,,,,,,,,,,,,,,,,,,
141,5.0,French Guiana,GUF,17.0,,,2021-02-13,0.0,2.0,2021-03-22,2020-10-31,EPI_THIRD_WAVE,,,,,,,,,,,,,,,,,,
142,5.0,French Guiana,GUF,0.0,,,2021-04-24,0.0,3.0,2021-09-19,2021-03-22,EPI_THIRD_WAVE,,,,,,,,,,,,,,,,,,
143,2.0,Guam,GUM,140.0,167294.0,28229.180000000004,2020-08-28,0.0,1.0,2021-07-01,2020-03-17,EPI_FIRST_WAVE,29213.42,8.368500962377611,0.0,-161.0,-165.0,-161.0,-161.0,-161.0,-139.0,-13.0,,,-113.0,-87.0,,,,
144,3.0,Guyana,GUY,166.0,782766.0,22440.985,2020-05-07,0.0,1.0,2021-01-08,2020-03-13,EPI_SECOND_WAVE,37583.42999999999,5.978798261549429,0.0,-34.0,-52.0,-40.0,-34.0,-34.0,,-34.0,-34.0,-41.0,334.0,-56.0,,,,
145,3.0,Guyana,GUY,0.0,782766.0,14554.875,2021-02-01,0.0,2.0,2021-09-19,2021-01-08,EPI_SECOND_WAVE,37583.42999999999,5.978798261549429,0.0,-34.0,-52.0,-40.0,-34.0,-34.0,,-34.0,-34.0,-41.0,334.0,-56.0,,,,
146,3.0,Honduras,HND,2853.0,9746117.0,22825.944999999992,2020-04-02,0.0,1.0,2020-11-21,2020-03-12,EPI_SECOND_WAVE,46907.075,7.161826602327881,0.0,-17.0,-20.0,-13.0,-20.0,-17.0,-17.0,-17.0,-17.0,-12.0,397.0,,,,,
147,3.0,Honduras,HND,0.0,9746117.0,23964.475,2020-11-25,0.0,2.0,2021-09-19,2020-11-21,EPI_SECOND_WAVE,46907.075,7.161826602327881,0.0,-17.0,-20.0,-13.0,-20.0,-17.0,-17.0,-17.0,-17.0,-12.0,397.0,,,,,
148,6.0,Croatia,HRV,104.0,4067500.0,7164.929999999999,2020-04-05,72572.0,1.0,2020-06-09,2020-02-26,EPI_THIRD_WAVE,26078.450000000004,20.181929932390904,5352.293792255686,-16.0,-23.0,-16.0,-26.0,-16.0,-15.0,-13.0,-13.0,-17.0,29.0,-62.0,-25.0,-10.0,31.0,199.0
149,6.0,Croatia,HRV,5325.0,4067500.0,10511.195,2020-07-09,1239466.5,2.0,2021-02-21,2020-06-09,EPI_THIRD_WAVE,26078.450000000004,20.181929932390904,5352.293792255686,-16.0,-23.0,-16.0,-26.0,-16.0,-15.0,-13.0,-13.0,-17.0,29.0,-62.0,-25.0,-10.0,31.0,199.0
150,6.0,Croatia,HRV,2789.0,4067500.0,5945.455,2021-02-22,870714.0,3.0,2021-07-01,2021-02-21,EPI_THIRD_WAVE,26078.450000000004,20.181929932390904,5352.293792255686,-16.0,-23.0,-16.0,-26.0,-16.0,-15.0,-13.0,-13.0,-17.0,29.0,-62.0,-25.0,-10.0,31.0,199.0
151,5.0,Haiti,HTI,232.0,11263077.0,13785.945,2020-05-06,0.0,1.0,2020-11-04,2020-03-20,EPI_THIRD_WAVE,27652.845,0.39332058193333846,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-30.0,-48.0,-48.0,-17.0,279.0,279.0,,,,
152,5.0,Haiti,HTI,19.0,11263077.0,5682.3099999999995,2021-01-23,0.0,2.0,2021-04-07,2020-11-04,EPI_THIRD_WAVE,27652.845,0.39332058193333846,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-30.0,-48.0,-48.0,-17.0,279.0,279.0,,,,
153,5.0,Haiti,HTI,0.0,11263077.0,7794.285000000001,2021-05-06,0.0,3.0,2021-09-19,2021-04-07,EPI_THIRD_WAVE,27652.845,0.39332058193333846,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-30.0,-48.0,-48.0,-17.0,279.0,279.0,,,,
154,6.0,Hungary,HUN,581.0,9769949.0,7528.219999999999,2020-03-25,273755.0,1.0,2020-06-29,2020-03-05,EPI_THIRD_WAVE,31905.760000000002,30.69821551780874,5930.037096406542,-9.0,-9.0,348.0,-14.0,230.0,,2.0,3.0,-9.0,461.0,-57.0,-10.0,3.0,44.0,214.0
155,6.0,Hungary,HUN,11885.0,9769949.0,12284.445000000003,2020-07-10,2416346.0,2.0,2021-01-30,2020-06-29,EPI_THIRD_WAVE,31905.760000000002,30.69821551780874,5930.037096406542,-9.0,-9.0,348.0,-14.0,230.0,,2.0,3.0,-9.0,461.0,-57.0,-10.0,3.0,44.0,214.0
156,6.0,Hungary,HUN,17618.0,9769949.0,10038.79,2021-01-31,3127562.0,3.0,2021-07-01,2021-01-30,EPI_THIRD_WAVE,31905.760000000002,30.69821551780874,5930.037096406542,-9.0,-9.0,348.0,-14.0,230.0,,2.0,3.0,-9.0,461.0,-57.0,-10.0,3.0,44.0,214.0
157,3.0,Indonesia,IDN,49205.0,270625568.0,28215.47,2020-03-18,10659579.833333334,1.0,2021-05-22,2020-03-02,EPI_SECOND_WAVE,37130.520000000004,2.179949235247425,490.37164515069026,20.0,-44.0,23.0,-15.0,20.0,,23.0,37.0,1.0,327.0,342.0,25.0,82.0,221.0,
158,3.0,Indonesia,IDN,0.0,270625568.0,7863.72,2021-05-23,0.0,2.0,2021-09-19,2021-05-22,EPI_SECOND_WAVE,37130.520000000004,2.179949235247425,490.37164515069026,20.0,-44.0,23.0,-15.0,20.0,,23.0,37.0,1.0,327.0,342.0,25.0,82.0,221.0,
159,2.0,Isle of Man,IMN,39.0,84584.0,,2020-04-22,0.0,1.0,2021-07-01,2020-03-20,EPI_FIRST_WAVE,,4.6108010971342095,0.0,,,,,,,,,,,,,,,
160,4.0,India,IND,155642.0,1366417754.0,26117.69,2020-03-25,206339060.0,1.0,2021-02-14,2020-01-30,EPI_SECOND_WAVE,41148.884999999995,2.9234031746926497,3004.888049778662,-5.0,-12.0,-4.0,-11.0,-6.0,-5.0,-3.0,-5.0,-3.0,15.0,-54.0,15.0,44.0,116.0,247.0
161,4.0,India,IND,243909.0,1366417754.0,9831.735,2021-02-15,204951292.0,2.0,2021-07-01,2021-02-14,EPI_SECOND_WAVE,41148.884999999995,2.9234031746926497,3004.888049778662,-5.0,-12.0,-4.0,-11.0,-6.0,-5.0,-3.0,-5.0,-3.0,15.0,-54.0,15.0,44.0,116.0,247.0
162,6.0,Ireland,IRL,1632.0,4941444.0,8826.779999999999,2020-03-27,455067.0,1.0,2020-07-05,2020-03-04,EPI_THIRD_WAVE,38268.354999999996,10.114452374650002,11134.68046991932,0.0,-14.0,0.0,-15.0,-12.0,0.0,1.0,1.0,,,70.0,-8.0,-8.0,12.0,106.0
163,6.0,Ireland,IRL,380.0,4941444.0,9587.705,2020-07-12,1567474.0,2.0,2020-12-05,2020-07-05,EPI_THIRD_WAVE,38268.354999999996,10.114452374650002,11134.68046991932,0.0,-14.0,0.0,-15.0,-12.0,0.0,1.0,1.0,,,70.0,-8.0,-8.0,12.0,106.0
164,6.0,Ireland,IRL,2993.0,4941444.0,16136.05,2020-12-06,3498055.0,3.0,2021-07-01,2020-12-05,EPI_THIRD_WAVE,38268.354999999996,10.114452374650002,11134.68046991932,0.0,-14.0,0.0,-15.0,-12.0,0.0,1.0,1.0,,,70.0,-8.0,-8.0,12.0,106.0
165,4.0,Iran,IRN,55748.0,82913906.0,18015.125,2020-02-25,8369490.5,1.0,2021-01-06,2020-02-19,EPI_SECOND_WAVE,36949.435,10.162830828401692,2860.092853423164,147.0,9.0,26.0,-3.0,224.0,244.0,224.0,9.0,,,82.0,44.0,44.0,91.0,323.0
166,4.0,Iran,IRN,28614.0,82913906.0,13640.585000000001,2021-01-07,15398873.5,2.0,2021-07-01,2021-01-06,EPI_SECOND_WAVE,36949.435,10.162830828401692,2860.092853423164,147.0,9.0,26.0,-3.0,224.0,244.0,224.0,9.0,,,82.0,44.0,44.0,91.0,323.0
167,3.0,Iraq,IRQ,12944.0,39309783.0,24532.710000000003,2020-03-17,5095566.5,1.0,2021-01-18,2020-02-24,EPI_SECOND_WAVE,40048.285,4.371939677204527,2980.7169121233765,-6.0,-21.0,0.0,-21.0,-21.0,-4.0,-4.0,-6.0,0.0,343.0,,22.0,28.0,92.0,272.0
168,3.0,Iraq,IRQ,0.0,39309783.0,15450.305000000002,2021-01-20,0.0,2.0,2021-09-19,2021-01-18,EPI_SECOND_WAVE,40048.285,4.371939677204527,2980.7169121233765,-6.0,-21.0,0.0,-21.0,-21.0,-4.0,-4.0,-6.0,0.0,343.0,,22.0,28.0,92.0,272.0
169,4.0,Iceland,ISL,10.0,361313.0,3811.935,2020-04-21,58709.0,1.0,2020-05-22,2020-02-29,EPI_SECOND_WAVE,25172.415,0.8303050263898614,11763.78929072577,338.0,338.0,,-36.0,193.0,,,,,-39.0,-43.0,-52.0,-46.0,-36.0,-8.0
170,4.0,Iceland,ISL,20.0,361313.0,18033.405,2020-11-09,366787.0,2.0,2021-07-01,2020-05-22,EPI_SECOND_WAVE,25172.415,0.8303050263898614,11763.78929072577,338.0,338.0,,-36.0,193.0,,,,,-39.0,-43.0,-52.0,-46.0,-36.0,-8.0
171,7.0,Israel,ISR,286.0,9053300.0,6644.38,2020-03-27,553507.0,1.0,2020-05-26,2020-02-21,EPI_FOURTH_WAVE,34451.72,7.094650569405631,19149.51675079805,-12.0,-14.0,5.0,-23.0,-12.0,,-7.0,7.0,-15.0,222.0,-10.0,-26.0,-10.0,6.0,90.0
172,7.0,Israel,ISR,2423.0,9053300.0,10760.279999999999,2020-06-06,4667919.0,2.0,2020-11-11,2020-05-26,EPI_FOURTH_WAVE,34451.72,7.094650569405631,19149.51675079805,-12.0,-14.0,5.0,-23.0,-12.0,,-7.0,7.0,-15.0,222.0,-10.0,-26.0,-10.0,6.0,90.0
173,7.0,Israel,ISR,3723.0,9053300.0,13149.815,2020-11-13,11668004.0,3.0,2021-06-13,2020-11-11,EPI_FOURTH_WAVE,34451.72,7.094650569405631,19149.51675079805,-12.0,-14.0,5.0,-23.0,-12.0,,-7.0,7.0,-15.0,222.0,-10.0,-26.0,-10.0,6.0,90.0
174,4.0,Italy,ITA,34991.0,60297396.0,10657.435000000001,2020-02-26,5850297.0,1.0,2020-07-10,2020-01-29,EPI_SECOND_WAVE,40592.05,21.156137488922408,11902.857960897682,-3.0,-3.0,-4.0,-3.0,-3.0,46.0,-3.0,-5.0,,441.0,-26.0,-1.0,13.0,37.0,140.0
175,4.0,Italy,ITA,92652.0,60297396.0,25205.704999999994,2020-07-11,65968790.0,2.0,2021-07-01,2020-07-10,EPI_SECOND_WAVE,40592.05,21.156137488922408,11902.857960897682,-3.0,-3.0,-4.0,-3.0,-3.0,46.0,-3.0,-5.0,,441.0,-26.0,-1.0,13.0,37.0,140.0
176,4.0,Jamaica,JAM,231.0,2948279.0,18788.17,2020-06-06,109866.5,1.0,2020-11-18,2020-03-10,EPI_SECOND_WAVE,40806.204999999994,3.6461949496638546,1519.9341717659693,-80.0,-85.0,451.0,-87.0,-73.0,362.0,-85.0,-85.0,-77.0,245.0,80.0,-68.0,-41.0,41.0,304.0
177,4.0,Jamaica,JAM,844.0,2948279.0,16251.439999999999,2020-11-25,338908.5,2.0,2021-07-01,2020-11-18,EPI_SECOND_WAVE,40806.204999999994,3.6461949496638546,1519.9341717659693,-80.0,-85.0,451.0,-87.0,-73.0,362.0,-85.0,-85.0,-77.0,245.0,80.0,-68.0,-41.0,41.0,304.0
178,2.0,Jersey,JEY,69.0,,,2020-04-18,0.0,1.0,2021-07-01,2020-03-12,EPI_FIRST_WAVE,,,,,,,,,,,,,,,,,,
179,4.0,Jordan,JOR,4304.0,10101694.0,23447.215,2020-07-04,2027149.5,1.0,2021-01-31,2020-03-02,EPI_SECOND_WAVE,36308.195,9.651846512080054,5351.641516759466,-108.0,-111.0,-108.0,-108.0,-108.0,-108.0,-108.0,-108.0,-111.0,248.0,12.0,119.0,119.0,119.0,119.0
180,4.0,Jordan,JOR,5469.0,10101694.0,9597.079999999998,2021-02-01,3400185.0,2.0,2021-07-01,2021-01-31,EPI_SECOND_WAVE,36308.195,9.651846512080054,5351.641516759466,-108.0,-111.0,-108.0,-108.0,-108.0,-108.0,-108.0,-108.0,-111.0,248.0,12.0,119.0,119.0,119.0,119.0
