,countrycode,adm_area_1,date,confirmed,new_per_day,new_per_day_smooth,latitude,longitude
284,USA,Alabama,2020-12-22,329811,4979.0,4039.714285714286,32.793242436888086,-86.82796680140542
285,USA,Alabama,2020-12-23,334569,4758.0,4132.714285714285,32.793242436888086,-86.82796680140542
286,USA,Alabama,2020-12-24,338801,4232.0,4066.5714285714284,32.793242436888086,-86.82796680140542
287,USA,Alabama,2020-12-25,342426,3625.0,3820.4285714285716,32.793242436888086,-86.82796680140542
288,USA,Alabama,2020-12-26,343458,1032.0,3364.8571428571427,32.793242436888086,-86.82796680140542
289,USA,Alabama,2020-12-27,345628,2170.0,3310.8571428571427,32.793242436888086,-86.82796680140542
290,USA,Alabama,2020-12-28,347897,2269.0,3295.0,32.793242436888086,-86.82796680140542
291,USA,Alabama,2020-12-29,351804,3907.0,3141.8571428571427,32.793242436888086,-86.82796680140542
292,USA,Alabama,2020-12-30,356820,5016.0,3178.714285714286,32.793242436888086,-86.82796680140542
293,USA,Alabama,2020-12-31,361226,4406.0,3203.5714285714284,32.793242436888086,-86.82796680140542
294,USA,Alabama,2021-01-01,365747,4521.0,3331.5714285714284,32.793242436888086,-86.82796680140542
295,USA,Alabama,2021-01-02,369458,3711.0,3714.285714285714,32.793242436888086,-86.82796680140542
296,USA,Alabama,2021-01-03,371934,2476.0,3758.0,32.793242436888086,-86.82796680140542
297,USA,Alabama,2021-01-04,374095,2161.0,3742.5714285714284,32.793242436888086,-86.82796680140542
298,USA,Alabama,2021-01-05,379593,5498.0,3969.8571428571427,32.793242436888086,-86.82796680140542
299,USA,Alabama,2021-01-06,384184,4591.0,3909.1428571428573,32.793242436888086,-86.82796680140542
300,USA,Alabama,2021-01-07,389230,5046.0,4000.5714285714284,32.793242436888086,-86.82796680140542
301,USA,Alabama,2021-01-08,394287,5057.0,4077.1428571428573,32.793242436888086,-86.82796680140542
302,USA,Alabama,2021-01-09,399150,4863.0,4241.714285714285,32.793242436888086,-86.82796680140542
303,USA,Alabama,2021-01-10,401900,2750.0,4280.857142857143,32.793242436888086,-86.82796680140542
304,USA,Alabama,2021-01-11,404000,2100.0,4272.142857142857,32.793242436888086,-86.82796680140542
305,USA,Alabama,2021-01-12,407848,3848.0,4036.4285714285716,32.793242436888086,-86.82796680140542
306,USA,Alabama,2021-01-13,410995,3147.0,3830.1428571428573,32.793242436888086,-86.82796680140542
307,USA,Alabama,2021-01-14,414583,3588.0,3621.8571428571427,32.793242436888086,-86.82796680140542
308,USA,Alabama,2021-01-15,417528,2945.0,3320.1428571428573,32.793242436888086,-86.82796680140542
309,USA,Alabama,2021-01-16,420681,3153.0,3075.8571428571427,32.793242436888086,-86.82796680140542
310,USA,Alabama,2021-01-17,422598,1917.0,2956.8571428571427,32.793242436888086,-86.82796680140542
311,USA,Alabama,2021-01-18,424028,1430.0,2861.1428571428573,32.793242436888086,-86.82796680140542
312,USA,Alabama,2021-01-19,426543,2515.0,2670.714285714286,32.793242436888086,-86.82796680140542
313,USA,Alabama,2021-01-20,429655,3112.0,2665.714285714286,32.793242436888086,-86.82796680140542
314,USA,Alabama,2021-01-21,432536,2881.0,2564.714285714286,32.793242436888086,-86.82796680140542
315,USA,Alabama,2021-01-22,436087,3551.0,2651.285714285714,32.793242436888086,-86.82796680140542
316,USA,Alabama,2021-01-23,439442,3355.0,2680.1428571428573,32.793242436888086,-86.82796680140542
317,USA,Alabama,2021-01-24,441170,1728.0,2653.1428571428573,32.793242436888086,-86.82796680140542
318,USA,Alabama,2021-01-25,443009,1839.0,2711.5714285714284,32.793242436888086,-86.82796680140542
319,USA,Alabama,2021-01-26,445909,2900.0,2766.5714285714284,32.793242436888086,-86.82796680140542
320,USA,Alabama,2021-01-27,449086,3177.0,2775.8571428571427,32.793242436888086,-86.82796680140542
321,USA,Alabama,2021-01-28,452734,3648.0,2885.4285714285716,32.793242436888086,-86.82796680140542
322,USA,Alabama,2021-01-29,455582,2848.0,2785.0,32.793242436888086,-86.82796680140542
323,USA,Alabama,2021-01-30,455582,0.0,2305.714285714286,32.793242436888086,-86.82796680140542
324,USA,Alabama,2021-01-31,459639,4057.0,2638.4285714285716,32.793242436888086,-86.82796680140542
325,USA,Alabama,2021-02-01,460860,1221.0,2550.1428571428573,32.793242436888086,-86.82796680140542
326,USA,Alabama,2021-02-02,462938,2078.0,2432.714285714286,32.793242436888086,-86.82796680140542
327,USA,Alabama,2021-02-03,465056,2118.0,2281.4285714285716,32.793242436888086,-86.82796680140542
328,USA,Alabama,2021-02-04,467823,2767.0,2155.5714285714284,32.793242436888086,-86.82796680140542
329,USA,Alabama,2021-02-05,469319,1496.0,1962.4285714285713,32.793242436888086,-86.82796680140542
330,USA,Alabama,2021-02-06,471311,1992.0,2247.0,32.793242436888086,-86.82796680140542
331,USA,Alabama,2021-02-07,472423,1112.0,1826.2857142857142,32.793242436888086,-86.82796680140542
332,USA,Alabama,2021-02-08,473348,925.0,1784.0,32.793242436888086,-86.82796680140542
333,USA,Alabama,2021-02-09,474666,1318.0,1675.4285714285713,32.793242436888086,-86.82796680140542
334,USA,Alabama,2021-02-10,476067,1401.0,1573.0,32.793242436888086,-86.82796680140542
335,USA,Alabama,2021-02-11,477570,1503.0,1392.4285714285713,32.793242436888086,-86.82796680140542
336,USA,Alabama,2021-02-12,478667,1097.0,1335.4285714285713,32.793242436888086,-86.82796680140542
337,USA,Alabama,2021-02-13,479856,1189.0,1220.7142857142858,32.793242436888086,-86.82796680140542
338,USA,Alabama,2021-02-14,480931,1075.0,1215.4285714285713,32.793242436888086,-86.82796680140542
339,USA,Alabama,2021-02-15,481605,674.0,1179.5714285714287,32.793242436888086,-86.82796680140542
340,USA,Alabama,2021-02-16,482488,883.0,1117.4285714285713,32.793242436888086,-86.82796680140542
341,USA,Alabama,2021-02-17,483167,679.0,1014.2857142857143,32.793242436888086,-86.82796680140542
342,USA,Alabama,2021-02-18,484365,1198.0,970.7142857142857,32.793242436888086,-86.82796680140542
343,USA,Alabama,2021-02-19,485212,847.0,935.0,32.793242436888086,-86.82796680140542
344,USA,Alabama,2021-02-20,485986,774.0,875.7142857142857,32.793242436888086,-86.82796680140542
345,USA,Alabama,2021-02-21,486843,857.0,844.5714285714286,32.793242436888086,-86.82796680140542
346,USA,Alabama,2021-02-22,487520,677.0,845.0,32.793242436888086,-86.82796680140542
347,USA,Alabama,2021-02-23,488973,1453.0,926.4285714285714,32.793242436888086,-86.82796680140542
348,USA,Alabama,2021-02-24,490220,1247.0,1007.5714285714286,32.793242436888086,-86.82796680140542
349,USA,Alabama,2021-02-25,491110,890.0,963.5714285714286,32.793242436888086,-86.82796680140542
350,USA,Alabama,2021-02-26,491849,739.0,948.1428571428571,32.793242436888086,-86.82796680140542
351,USA,Alabama,2021-02-27,492683,834.0,956.7142857142857,32.793242436888086,-86.82796680140542
352,USA,Alabama,2021-02-28,493252,569.0,915.5714285714286,32.793242436888086,-86.82796680140542
353,USA,Alabama,2021-03-01,493769,517.0,892.7142857142857,32.793242436888086,-86.82796680140542
354,USA,Alabama,2021-03-02,494421,652.0,778.2857142857143,32.793242436888086,-86.82796680140542
355,USA,Alabama,2021-03-03,497154,2733.0,990.5714285714286,32.793242436888086,-86.82796680140542
356,USA,Alabama,2021-03-04,498076,922.0,995.1428571428571,32.793242436888086,-86.82796680140542
357,USA,Alabama,2021-03-05,498887,811.0,1005.4285714285714,32.793242436888086,-86.82796680140542
358,USA,Alabama,2021-03-06,499411,524.0,961.1428571428571,32.793242436888086,-86.82796680140542
359,USA,Alabama,2021-03-07,499819,408.0,938.1428571428571,32.793242436888086,-86.82796680140542
360,USA,Alabama,2021-03-08,500092,273.0,903.2857142857143,32.793242436888086,-86.82796680140542
361,USA,Alabama,2021-03-09,500616,524.0,885.0,32.793242436888086,-86.82796680140542
362,USA,Alabama,2021-03-10,501398,782.0,606.2857142857143,32.793242436888086,-86.82796680140542
363,USA,Alabama,2021-03-11,502263,865.0,598.1428571428571,32.793242436888086,-86.82796680140542
364,USA,Alabama,2021-03-12,502711,448.0,546.2857142857143,32.793242436888086,-86.82796680140542
365,USA,Alabama,2021-03-13,503305,594.0,556.2857142857143,32.793242436888086,-86.82796680140542
366,USA,Alabama,2021-03-14,503673,368.0,550.5714285714286,32.793242436888086,-86.82796680140542
367,USA,Alabama,2021-03-15,508229,4556.0,1162.4285714285713,32.793242436888086,-86.82796680140542
368,USA,Alabama,2021-03-16,508717,488.0,1157.2857142857142,32.793242436888086,-86.82796680140542
369,USA,Alabama,2021-03-17,509476,759.0,1154.0,32.793242436888086,-86.82796680140542
370,USA,Alabama,2021-03-18,510048,572.0,1112.142857142857,32.793242436888086,-86.82796680140542
371,USA,Alabama,2021-03-19,510579,531.0,1124.0,32.793242436888086,-86.82796680140542
372,USA,Alabama,2021-03-20,511087,508.0,1111.7142857142858,32.793242436888086,-86.82796680140542
373,USA,Alabama,2021-03-21,511460,373.0,1112.4285714285713,32.793242436888086,-86.82796680140542
374,USA,Alabama,2021-03-22,511779,319.0,507.14285714285717,32.793242436888086,-86.82796680140542
375,USA,Alabama,2021-03-23,511789,10.0,438.85714285714283,32.793242436888086,-86.82796680140542
376,USA,Alabama,2021-03-24,512711,922.0,462.14285714285717,32.793242436888086,-86.82796680140542
377,USA,Alabama,2021-03-25,513138,427.0,441.42857142857144,32.793242436888086,-86.82796680140542
378,USA,Alabama,2021-03-26,513580,442.0,428.7142857142857,32.793242436888086,-86.82796680140542
379,USA,Alabama,2021-03-27,514072,492.0,426.42857142857144,32.793242436888086,-86.82796680140542
380,USA,Alabama,2021-03-28,514391,319.0,418.7142857142857,32.793242436888086,-86.82796680140542
381,USA,Alabama,2021-03-29,514619,228.0,405.7142857142857,32.793242436888086,-86.82796680140542
382,USA,Alabama,2021-03-30,514980,361.0,455.85714285714283,32.793242436888086,-86.82796680140542
383,USA,Alabama,2021-03-31,515388,408.0,382.42857142857144,32.793242436888086,-86.82796680140542
384,USA,Alabama,2021-04-01,515866,478.0,389.7142857142857,32.793242436888086,-86.82796680140542
385,USA,Alabama,2021-04-02,516266,400.0,383.7142857142857,32.793242436888086,-86.82796680140542
386,USA,Alabama,2021-04-03,516615,349.0,363.2857142857143,32.793242436888086,-86.82796680140542
387,USA,Alabama,2021-04-04,516809,194.0,345.42857142857144,32.793242436888086,-86.82796680140542
388,USA,Alabama,2021-04-05,516918,109.0,328.42857142857144,32.793242436888086,-86.82796680140542
389,USA,Alabama,2021-04-06,517114,196.0,304.85714285714283,32.793242436888086,-86.82796680140542
390,USA,Alabama,2021-04-07,517452,338.0,294.85714285714283,32.793242436888086,-86.82796680140542
391,USA,Alabama,2021-04-08,517916,464.0,292.85714285714283,32.793242436888086,-86.82796680140542
392,USA,Alabama,2021-04-09,518234,318.0,281.14285714285717,32.793242436888086,-86.82796680140542
393,USA,Alabama,2021-04-10,518588,354.0,281.85714285714283,32.793242436888086,-86.82796680140542
394,USA,Alabama,2021-04-11,518899,311.0,298.57142857142856,32.793242436888086,-86.82796680140542
395,USA,Alabama,2021-04-12,519071,172.0,307.57142857142856,32.793242436888086,-86.82796680140542
396,USA,Alabama,2021-04-13,520503,1432.0,484.14285714285717,32.793242436888086,-86.82796680140542
397,USA,Alabama,2021-04-14,520780,277.0,475.42857142857144,32.793242436888086,-86.82796680140542
398,USA,Alabama,2021-04-15,521201,421.0,469.2857142857143,32.793242436888086,-86.82796680140542
399,USA,Alabama,2021-04-16,521623,422.0,484.14285714285717,32.793242436888086,-86.82796680140542
400,USA,Alabama,2021-04-17,522131,508.0,506.14285714285717,32.793242436888086,-86.82796680140542
401,USA,Alabama,2021-04-18,522401,270.0,500.2857142857143,32.793242436888086,-86.82796680140542
402,USA,Alabama,2021-04-19,522512,111.0,491.57142857142856,32.793242436888086,-86.82796680140542
403,USA,Alabama,2021-04-20,523955,1443.0,493.14285714285717,32.793242436888086,-86.82796680140542
404,USA,Alabama,2021-04-21,524367,412.0,512.4285714285714,32.793242436888086,-86.82796680140542
405,USA,Alabama,2021-04-22,525049,682.0,549.7142857142857,32.793242436888086,-86.82796680140542
406,USA,Alabama,2021-04-23,525477,428.0,550.5714285714286,32.793242436888086,-86.82796680140542
407,USA,Alabama,2021-04-24,525898,421.0,538.1428571428571,32.793242436888086,-86.82796680140542
408,USA,Alabama,2021-04-25,526131,233.0,532.8571428571429,32.793242436888086,-86.82796680140542
409,USA,Alabama,2021-04-26,526348,217.0,548.0,32.793242436888086,-86.82796680140542
410,USA,Alabama,2021-04-27,526707,359.0,393.14285714285717,32.793242436888086,-86.82796680140542
411,USA,Alabama,2021-04-28,527083,376.0,388.0,32.793242436888086,-86.82796680140542
412,USA,Alabama,2021-04-29,527513,430.0,352.0,32.793242436888086,-86.82796680140542
413,USA,Alabama,2021-04-30,527922,409.0,349.2857142857143,32.793242436888086,-86.82796680140542
414,USA,Alabama,2021-05-01,528309,387.0,344.42857142857144,32.793242436888086,-86.82796680140542
415,USA,Alabama,2021-05-02,528597,288.0,352.2857142857143,32.793242436888086,-86.82796680140542
416,USA,Alabama,2021-05-03,528784,187.0,348.0,32.793242436888086,-86.82796680140542
417,USA,Alabama,2021-05-04,528784,0.0,296.7142857142857,32.793242436888086,-86.82796680140542
418,USA,Alabama,2021-05-05,529446,662.0,337.57142857142856,32.793242436888086,-86.82796680140542
419,USA,Alabama,2021-05-06,530011,565.0,356.85714285714283,32.793242436888086,-86.82796680140542
420,USA,Alabama,2021-05-07,530325,314.0,343.2857142857143,32.793242436888086,-86.82796680140542
421,USA,Alabama,2021-05-08,530744,419.0,347.85714285714283,32.793242436888086,-86.82796680140542
422,USA,Alabama,2021-05-09,530988,244.0,341.57142857142856,32.793242436888086,-86.82796680140542
423,USA,Alabama,2021-05-10,531094,106.0,330.0,32.793242436888086,-86.82796680140542
424,USA,Alabama,2021-05-11,531404,310.0,374.2857142857143,32.793242436888086,-86.82796680140542
425,USA,Alabama,2021-05-12,531751,347.0,329.2857142857143,32.793242436888086,-86.82796680140542
426,USA,Alabama,2021-05-13,532895,1144.0,412.0,32.793242436888086,-86.82796680140542
427,USA,Alabama,2021-05-14,537813,4918.0,1069.7142857142858,32.793242436888086,-86.82796680140542
428,USA,Alabama,2021-05-15,539829,2016.0,1297.857142857143,32.793242436888086,-86.82796680140542
429,USA,Alabama,2021-05-16,540083,254.0,1299.2857142857142,32.793242436888086,-86.82796680140542
430,USA,Alabama,2021-05-17,540267,184.0,1310.4285714285713,32.793242436888086,-86.82796680140542
431,USA,Alabama,2021-05-18,540603,336.0,1314.142857142857,32.793242436888086,-86.82796680140542
432,USA,Alabama,2021-05-19,540891,288.0,1305.7142857142858,32.793242436888086,-86.82796680140542
433,USA,Alabama,2021-05-20,541230,339.0,1190.7142857142858,32.793242436888086,-86.82796680140542
434,USA,Alabama,2021-05-21,541673,443.0,551.4285714285714,32.793242436888086,-86.82796680140542
435,USA,Alabama,2021-05-22,541928,255.0,299.85714285714283,32.793242436888086,-86.82796680140542
436,USA,Alabama,2021-05-23,542124,196.0,291.57142857142856,32.793242436888086,-86.82796680140542
437,USA,Alabama,2021-05-24,542256,132.0,284.14285714285717,32.793242436888086,-86.82796680140542
438,USA,Alabama,2021-05-25,542562,306.0,279.85714285714283,32.793242436888086,-86.82796680140542
439,USA,Alabama,2021-05-26,542831,269.0,277.14285714285717,32.793242436888086,-86.82796680140542
440,USA,Alabama,2021-05-27,543177,346.0,278.14285714285717,32.793242436888086,-86.82796680140542
441,USA,Alabama,2021-05-28,543405,228.0,247.42857142857142,32.793242436888086,-86.82796680140542
442,USA,Alabama,2021-05-29,543405,0.0,211.0,32.793242436888086,-86.82796680140542
443,USA,Alabama,2021-05-30,543405,0.0,183.0,32.793242436888086,-86.82796680140542
444,USA,Alabama,2021-05-31,543405,0.0,164.14285714285714,32.793242436888086,-86.82796680140542
445,USA,Alabama,2021-06-01,544045,640.0,211.85714285714286,32.793242436888086,-86.82796680140542
446,USA,Alabama,2021-06-02,544598,553.0,252.42857142857142,32.793242436888086,-86.82796680140542
447,USA,Alabama,2021-06-03,545028,430.0,264.42857142857144,32.793242436888086,-86.82796680140542
448,USA,Alabama,2021-06-04,545585,557.0,311.42857142857144,32.793242436888086,-86.82796680140542
449,USA,Alabama,2021-06-05,545585,0.0,311.42857142857144,32.793242436888086,-86.82796680140542
450,USA,Alabama,2021-06-06,545585,0.0,311.42857142857144,32.793242436888086,-86.82796680140542
451,USA,Alabama,2021-06-07,546324,739.0,417.0,32.793242436888086,-86.82796680140542
452,USA,Alabama,2021-06-08,546540,216.0,356.42857142857144,32.793242436888086,-86.82796680140542
453,USA,Alabama,2021-06-09,546845,305.0,321.0,32.793242436888086,-86.82796680140542
454,USA,Alabama,2021-06-10,547135,290.0,301.0,32.793242436888086,-86.82796680140542
455,USA,Alabama,2021-06-11,547323,188.0,248.28571428571428,32.793242436888086,-86.82796680140542
456,USA,Alabama,2021-06-12,547323,0.0,248.28571428571428,32.793242436888086,-86.82796680140542
457,USA,Alabama,2021-06-13,547323,0.0,248.28571428571428,32.793242436888086,-86.82796680140542
458,USA,Alabama,2021-06-14,547873,550.0,221.28571428571428,32.793242436888086,-86.82796680140542
459,USA,Alabama,2021-06-15,548163,290.0,231.85714285714286,32.793242436888086,-86.82796680140542
460,USA,Alabama,2021-06-16,548323,160.0,211.14285714285714,32.793242436888086,-86.82796680140542
461,USA,Alabama,2021-06-17,548323,0.0,169.71428571428572,32.793242436888086,-86.82796680140542
462,USA,Alabama,2021-06-18,548657,334.0,190.57142857142858,32.793242436888086,-86.82796680140542
463,USA,Alabama,2021-06-19,548657,0.0,190.57142857142858,32.793242436888086,-86.82796680140542
464,USA,Alabama,2021-06-20,548657,0.0,190.57142857142858,32.793242436888086,-86.82796680140542
465,USA,Alabama,2021-06-21,549013,356.0,162.85714285714286,32.793242436888086,-86.82796680140542
466,USA,Alabama,2021-06-22,549013,0.0,121.42857142857143,32.793242436888086,-86.82796680140542
467,USA,Alabama,2021-06-23,549394,381.0,153.0,32.793242436888086,-86.82796680140542
468,USA,Alabama,2021-06-24,549394,0.0,153.0,32.793242436888086,-86.82796680140542
469,USA,Alabama,2021-06-25,549934,540.0,182.42857142857142,32.793242436888086,-86.82796680140542
470,USA,Alabama,2021-06-26,549934,0.0,182.42857142857142,32.793242436888086,-86.82796680140542
471,USA,Alabama,2021-06-27,549934,0.0,182.42857142857142,32.793242436888086,-86.82796680140542
472,USA,Alabama,2021-06-28,550451,517.0,205.42857142857142,32.793242436888086,-86.82796680140542
473,USA,Alabama,2021-06-29,550451,0.0,205.42857142857142,32.793242436888086,-86.82796680140542
474,USA,Alabama,2021-06-30,550983,532.0,227.0,32.793242436888086,-86.82796680140542
475,USA,Alabama,2021-07-01,550983,0.0,227.0,32.793242436888086,-86.82796680140542
476,USA,Alaska,2020-03-12,1,0.0,,64.22766818190303,-152.21257029324337
477,USA,Alaska,2020-03-13,1,0.0,,64.22766818190303,-152.21257029324337
